EmployeeNumber,Over18,StandardHours,Age,Department,JobRole,BusinessTravel,MaritalStatus,MonthlyIncome,WorkLifeBalance,YearsAtCompany,JobSatisfaction,PerformanceRating,Attrition
1180,Y,80,47,Sales,Manager,Travel_Rarely,Married,9972,1,11,2,4,No
1181,Y,80,26,Research & Development,Research Scientist,Non-Travel,Single,17329,3,4,4,3,No
1182,Y,80,51,Sales,Manufacturing Director,Travel_Frequently,Divorced,6264,2,15,4,3,Yes
1183,Y,80,52,Research & Development,Research Scientist,Travel_Frequently,Married,5133,3,3,3,3,No
1184,Y,80,39,Human Resources,Research Scientist,Non-Travel,Divorced,13612,1,16,3,4,Yes
1185,Y,80,41,Research & Development,Laboratory Technician,Non-Travel,Married,19849,3,1,1,3,Yes
1186,Y,80,34,Research & Development,Manufacturing Director,Non-Travel,Divorced,16158,4,11,3,4,Yes
1187,Y,80,27,Sales,Manager,Travel_Rarely,Single,11735,1,0,3,3,No
1188,Y,80,47,Research & Development,Research Scientist,Non-Travel,Divorced,3689,4,11,2,3,No
1189,Y,80,40,Research & Development,Laboratory Technician,Travel_Rarely,Married,11763,2,11,2,3,No
1190,Y,80,49,Sales,Manufacturing Director,Travel_Frequently,Single,9727,2,11,2,3,No
1191,Y,80,34,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,9764,3,18,2,3,No
1192,Y,80,34,Sales,Sales Executive,Non-Travel,Married,15003,4,16,2,3,No
1193,Y,80,31,Research & Development,Sales Executive,Travel_Rarely,Single,2818,4,19,1,3,No
1194,Y,80,26,Research & Development,Research Scientist,Non-Travel,Divorced,16439,1,10,1,3,No
1195,Y,80,57,Research & Development,Sales Executive,Non-Travel,Married,17077,4,12,1,3,No
1196,Y,80,19,Sales,Research Scientist,Travel_Rarely,Divorced,6521,4,7,2,3,No
1197,Y,80,42,Research & Development,Manager,Non-Travel,Divorced,3124,1,9,4,3,No
1198,Y,80,56,Research & Development,Research Scientist,Travel_Frequently,Single,7660,1,7,2,3,No
1199,Y,80,26,Human Resources,Sales Executive,Non-Travel,Single,7641,4,19,2,3,No
1200,Y,80,39,Research & Development,Manager,Travel_Rarely,Married,19513,3,7,1,4,No
1201,Y,80,21,Research & Development,Sales Executive,Travel_Rarely,Single,3702,1,8,2,3,Yes
1202,Y,80,43,Research & Development,Research Scientist,Travel_Frequently,Married,13139,1,6,1,3,No
1203,Y,80,46,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,17702,4,13,2,3,Yes
1204,Y,80,51,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,8523,4,1,3,3,No
1205,Y,80,40,Research & Development,Sales Executive,Travel_Frequently,Married,14397,1,10,4,3,No
1206,Y,80,54,Research & Development,Research Scientist,Non-Travel,Divorced,10111,4,7,4,4,No
1207,Y,80,28,Research & Development,Manager,Travel_Frequently,Single,4401,1,12,1,4,No
1208,Y,80,23,Research & Development,Sales Executive,Non-Travel,Divorced,11481,3,14,3,3,No
1209,Y,80,35,Sales,Sales Executive,Travel_Frequently,Single,12067,3,2,4,3,No
1210,Y,80,38,Sales,Manufacturing Director,Non-Travel,Married,15376,1,13,1,3,No
1211,Y,80,59,Sales,Research Scientist,Travel_Frequently,Married,15824,1,14,2,3,No
1212,Y,80,53,Sales,Laboratory Technician,Non-Travel,Divorced,15444,2,1,2,3,No
1213,Y,80,58,Research & Development,Manager,Travel_Frequently,Divorced,14879,2,18,3,3,No
1214,Y,80,55,Research & Development,Research Scientist,Non-Travel,Single,18112,4,11,4,3,No
1215,Y,80,51,Research & Development,Manager,Travel_Frequently,Single,2539,4,19,2,4,No
1216,Y,80,34,Research & Development,Sales Executive,Travel_Rarely,Divorced,12974,1,3,1,3,No
1217,Y,80,54,Human Resources,Manufacturing Director,Non-Travel,Divorced,15846,1,2,2,3,Yes
1218,Y,80,42,Research & Development,Manufacturing Director,Travel_Frequently,Married,7615,2,4,2,3,No
1219,Y,80,55,Research & Development,Laboratory Technician,Non-Travel,Married,18016,2,2,4,4,Yes
1220,Y,80,29,Research & Development,Manufacturing Director,Non-Travel,Married,4956,1,14,4,3,No
1221,Y,80,40,Research & Development,Sales Executive,Travel_Frequently,Divorced,10077,3,18,1,3,No
1222,Y,80,59,Sales,Laboratory Technician,Non-Travel,Divorced,5722,3,1,3,3,No
1223,Y,80,39,Research & Development,Research Scientist,Travel_Frequently,Divorced,14059,4,11,3,3,Yes
1224,Y,80,38,Human Resources,Manufacturing Director,Travel_Rarely,Married,7087,1,4,2,3,No
1225,Y,80,44,Research & Development,Laboratory Technician,Non-Travel,Divorced,12338,1,16,1,3,No
1226,Y,80,48,Sales,Sales Executive,Travel_Rarely,Single,4170,4,13,3,3,No
1227,Y,80,23,Research & Development,Manager,Non-Travel,Divorced,5391,2,9,3,3,No
1228,Y,80,44,Research & Development,Manager,Non-Travel,Divorced,8942,2,2,2,4,No
1229,Y,80,57,Sales,Sales Executive,Non-Travel,Divorced,15806,3,3,1,3,Yes
1230,Y,80,51,Research & Development,Sales Executive,Travel_Frequently,Divorced,16792,1,5,3,3,No
1231,Y,80,29,Research & Development,Manager,Travel_Rarely,Divorced,14809,2,15,4,3,Yes
1232,Y,80,24,Research & Development,Laboratory Technician,Non-Travel,Single,16855,3,6,4,3,No
1233,Y,80,27,Sales,Manager,Travel_Frequently,Single,11108,3,14,2,3,No
1234,Y,80,34,Research & Development,Sales Executive,Non-Travel,Divorced,8458,3,19,2,4,No
1235,Y,80,43,Research & Development,Manufacturing Director,Travel_Frequently,Married,4756,2,10,2,4,Yes
1236,Y,80,38,Research & Development,Research Scientist,Non-Travel,Divorced,8853,2,0,2,3,No
1237,Y,80,45,Sales,Manufacturing Director,Travel_Rarely,Divorced,9709,1,4,3,3,No
1238,Y,80,19,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,14847,1,12,1,3,No
1239,Y,80,18,Research & Development,Sales Executive,Non-Travel,Married,19352,3,13,2,3,No
1240,Y,80,53,Research & Development,Manager,Travel_Frequently,Married,9297,3,8,2,3,No
1241,Y,80,43,Research & Development,Laboratory Technician,Non-Travel,Married,18256,2,16,3,3,No
1242,Y,80,46,Sales,Manufacturing Director,Travel_Frequently,Single,5203,2,14,2,4,No
1243,Y,80,38,Research & Development,Manager,Non-Travel,Married,8499,1,6,2,3,No
1244,Y,80,28,Sales,Laboratory Technician,Travel_Frequently,Single,7173,1,11,1,3,No
1245,Y,80,57,Research & Development,Manufacturing Director,Travel_Rarely,Single,19273,4,5,4,4,No
1246,Y,80,28,Sales,Laboratory Technician,Non-Travel,Married,13650,1,15,2,3,Yes
1247,Y,80,53,Research & Development,Manager,Travel_Rarely,Married,11173,2,4,3,3,Yes
1248,Y,80,56,Research & Development,Research Scientist,Travel_Rarely,Married,9382,3,8,1,3,No
1249,Y,80,57,Research & Development,Manager,Non-Travel,Single,2801,4,13,3,3,No
1250,Y,80,52,Sales,Sales Executive,Non-Travel,Divorced,10234,1,7,1,4,No
1251,Y,80,51,Research & Development,Laboratory Technician,Travel_Frequently,Married,15897,1,13,1,4,No
1252,Y,80,41,Sales,Research Scientist,Travel_Frequently,Married,17197,2,11,2,4,No
1253,Y,80,39,Research & Development,Laboratory Technician,Travel_Rarely,Married,11969,4,9,2,4,Yes
1254,Y,80,22,Human Resources,Laboratory Technician,Travel_Frequently,Single,5201,1,19,2,3,No
1255,Y,80,50,Research & Development,Manufacturing Director,Travel_Frequently,Single,18733,3,19,4,4,No
1256,Y,80,53,Research & Development,Sales Executive,Non-Travel,Divorced,11972,2,12,4,4,No
1257,Y,80,37,Research & Development,Laboratory Technician,Travel_Frequently,Married,2583,4,18,3,3,No
1258,Y,80,36,Sales,Manager,Travel_Rarely,Single,14719,1,14,2,3,No
1259,Y,80,52,Research & Development,Manager,Travel_Frequently,Divorced,5377,1,7,4,3,No
1260,Y,80,34,Research & Development,Manufacturing Director,Travel_Rarely,Married,16855,4,9,2,3,No
1261,Y,80,51,Research & Development,Sales Executive,Non-Travel,Single,5401,2,2,4,3,No
1262,Y,80,26,Sales,Sales Executive,Travel_Rarely,Married,15636,4,2,4,4,No
1263,Y,80,43,Research & Development,Manager,Travel_Frequently,Married,17738,4,4,1,4,No
1264,Y,80,19,Research & Development,Research Scientist,Non-Travel,Single,8772,2,15,2,3,No
1265,Y,80,26,Research & Development,Manufacturing Director,Travel_Frequently,Single,12131,1,16,2,3,No
1266,Y,80,26,Research & Development,Manufacturing Director,Non-Travel,Single,2788,3,5,4,4,No
1267,Y,80,57,Research & Development,Manager,Non-Travel,Married,18184,2,19,2,3,No
1268,Y,80,34,Sales,Manager,Travel_Frequently,Married,4889,3,19,4,3,No
1269,Y,80,18,Sales,Research Scientist,Travel_Frequently,Divorced,11569,1,15,2,3,Yes
1270,Y,80,42,Human Resources,Research Scientist,Non-Travel,Married,12141,4,1,1,4,No
1271,Y,80,57,Sales,Sales Executive,Non-Travel,Single,13934,3,19,2,4,Yes
1272,Y,80,59,Human Resources,Manufacturing Director,Travel_Frequently,Married,11769,1,14,1,3,No
1273,Y,80,42,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,9612,1,17,3,3,No
1274,Y,80,56,Sales,Manager,Travel_Frequently,Divorced,18205,4,0,2,4,No
1275,Y,80,52,Sales,Sales Executive,Non-Travel,Single,15934,4,18,2,3,No
1276,Y,80,20,Sales,Manufacturing Director,Travel_Frequently,Single,12095,1,11,2,3,No
1277,Y,80,54,Human Resources,Sales Executive,Travel_Rarely,Divorced,6240,1,7,1,3,No
1278,Y,80,47,Research & Development,Sales Executive,Travel_Frequently,Divorced,12748,3,5,2,3,Yes
1279,Y,80,55,Research & Development,Manager,Non-Travel,Divorced,7298,1,11,2,3,No
1280,Y,80,51,Research & Development,Sales Executive,Travel_Frequently,Single,3861,1,6,4,3,Yes
1281,Y,80,29,Sales,Research Scientist,Non-Travel,Divorced,16142,3,17,3,4,No
1282,Y,80,36,Research & Development,Research Scientist,Non-Travel,Divorced,9320,2,13,1,3,Yes
1283,Y,80,54,Sales,Laboratory Technician,Travel_Frequently,Single,13367,3,7,4,4,No
1284,Y,80,34,Research & Development,Manager,Non-Travel,Married,19482,3,19,1,4,No
1285,Y,80,27,Research & Development,Laboratory Technician,Non-Travel,Married,7247,4,13,4,3,Yes
1286,Y,80,29,Research & Development,Research Scientist,Travel_Rarely,Divorced,3734,3,4,3,3,No
1287,Y,80,33,Research & Development,Laboratory Technician,Travel_Rarely,Married,6663,1,8,4,3,No
1288,Y,80,41,Research & Development,Manager,Travel_Rarely,Married,7909,1,7,1,3,No
1289,Y,80,36,Human Resources,Manager,Travel_Rarely,Married,14818,1,1,2,3,No
1290,Y,80,25,Research & Development,Sales Executive,Non-Travel,Married,19064,2,15,2,3,No
1291,Y,80,48,Sales,Manufacturing Director,Travel_Frequently,Divorced,10163,1,12,3,3,No
1292,Y,80,38,Research & Development,Sales Executive,Non-Travel,Married,15358,2,6,1,3,No
1293,Y,80,34,Sales,Manager,Non-Travel,Married,8668,1,15,1,4,No
1294,Y,80,40,Sales,Research Scientist,Non-Travel,Single,15016,3,6,1,3,Yes
1295,Y,80,54,Human Resources,Research Scientist,Travel_Frequently,Divorced,10001,4,13,3,3,No
1296,Y,80,33,Research & Development,Sales Executive,Travel_Rarely,Single,11921,1,13,2,3,No
1297,Y,80,23,Human Resources,Manager,Non-Travel,Single,4191,2,11,4,4,No
1298,Y,80,25,Research & Development,Research Scientist,Non-Travel,Divorced,10859,2,0,3,3,No
1299,Y,80,42,Research & Development,Manager,Travel_Rarely,Married,10872,4,0,4,3,No
1300,Y,80,35,Sales,Research Scientist,Non-Travel,Single,6922,1,11,2,3,No
1301,Y,80,42,Sales,Manager,Travel_Frequently,Divorced,6392,3,19,3,3,No
1302,Y,80,29,Research & Development,Laboratory Technician,Non-Travel,Married,15541,1,14,2,4,No
1303,Y,80,32,Research & Development,Manager,Non-Travel,Divorced,17015,1,3,4,3,No
1304,Y,80,43,Research & Development,Manager,Travel_Rarely,Single,5227,4,6,1,3,No
1305,Y,80,58,Research & Development,Sales Executive,Non-Travel,Married,4024,1,15,1,3,No
1306,Y,80,43,Sales,Laboratory Technician,Non-Travel,Married,18713,3,2,4,4,No
1307,Y,80,49,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,4486,2,6,1,3,No
1308,Y,80,27,Research & Development,Sales Executive,Travel_Rarely,Married,3155,4,5,4,4,No
1309,Y,80,33,Sales,Manufacturing Director,Travel_Rarely,Single,12082,3,15,3,3,No
1310,Y,80,24,Research & Development,Research Scientist,Travel_Frequently,Single,6477,2,7,3,3,No
1311,Y,80,34,Research & Development,Manufacturing Director,Non-Travel,Single,9086,4,5,3,3,No
1312,Y,80,40,Sales,Manager,Travel_Rarely,Divorced,4317,4,9,1,3,No
1313,Y,80,43,Research & Development,Manufacturing Director,Travel_Rarely,Married,5621,2,15,2,3,No
1314,Y,80,38,Human Resources,Sales Executive,Non-Travel,Married,6491,2,10,1,4,No
1315,Y,80,39,Sales,Sales Executive,Non-Travel,Married,17916,3,12,1,3,Yes
1316,Y,80,24,Research & Development,Manufacturing Director,Travel_Rarely,Single,17248,1,5,2,4,No
1317,Y,80,31,Sales,Sales Executive,Non-Travel,Married,4511,1,0,2,3,No
1318,Y,80,32,Research & Development,Sales Executive,Travel_Rarely,Single,11546,1,18,2,3,No
1319,Y,80,24,Research & Development,Manufacturing Director,Non-Travel,Married,17612,1,11,2,4,No
1320,Y,80,26,Research & Development,Laboratory Technician,Non-Travel,Single,9848,1,5,1,3,Yes
1321,Y,80,25,Research & Development,Laboratory Technician,Travel_Frequently,Married,16274,3,17,4,3,No
1322,Y,80,40,Research & Development,Research Scientist,Non-Travel,Divorced,19677,4,12,3,4,Yes
1323,Y,80,46,Research & Development,Sales Executive,Travel_Frequently,Divorced,4465,3,6,4,3,No
1324,Y,80,35,Research & Development,Manufacturing Director,Non-Travel,Single,18304,3,12,1,3,No
1325,Y,80,48,Sales,Sales Executive,Travel_Rarely,Single,17669,3,7,2,4,No
1326,Y,80,47,Research & Development,Manager,Travel_Rarely,Married,13294,4,16,3,3,No
1327,Y,80,56,Research & Development,Sales Executive,Non-Travel,Married,5175,3,8,3,4,No
1328,Y,80,52,Human Resources,Sales Executive,Non-Travel,Divorced,9849,3,19,4,3,No
1329,Y,80,35,Sales,Laboratory Technician,Travel_Rarely,Married,14473,4,12,1,3,No
1330,Y,80,59,Research & Development,Manufacturing Director,Non-Travel,Single,11425,3,1,1,3,Yes
1331,Y,80,56,Research & Development,Sales Executive,Travel_Frequently,Single,14222,1,3,1,3,No
1332,Y,80,34,Research & Development,Laboratory Technician,Travel_Frequently,Single,10444,2,1,3,3,No
1333,Y,80,31,Research & Development,Research Scientist,Travel_Frequently,Single,10210,3,3,4,4,No
1334,Y,80,48,Sales,Laboratory Technician,Travel_Frequently,Single,4759,2,17,3,3,No
1335,Y,80,41,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,18091,3,4,3,3,No
1336,Y,80,52,Research & Development,Laboratory Technician,Non-Travel,Divorced,2002,3,18,2,3,No
1337,Y,80,51,Sales,Sales Executive,Non-Travel,Single,19643,1,9,4,3,No
1338,Y,80,20,Research & Development,Sales Executive,Travel_Frequently,Married,10190,4,17,2,3,No
1339,Y,80,54,Research & Development,Research Scientist,Non-Travel,Single,17248,2,9,1,3,No
1340,Y,80,57,Sales,Manager,Non-Travel,Divorced,7773,4,4,3,3,No
1341,Y,80,43,Human Resources,Manager,Travel_Frequently,Single,14786,1,16,4,3,No
1342,Y,80,40,Human Resources,Manager,Non-Travel,Divorced,17037,1,12,1,3,No
1343,Y,80,56,Research & Development,Research Scientist,Non-Travel,Divorced,3885,2,16,4,3,No
1344,Y,80,32,Sales,Manager,Non-Travel,Single,9060,4,8,3,3,No
1345,Y,80,21,Research & Development,Manager,Travel_Frequently,Single,18331,1,11,4,3,No
1346,Y,80,46,Research & Development,Laboratory Technician,Non-Travel,Married,9844,3,13,1,3,Yes
1347,Y,80,39,Research & Development,Sales Executive,Travel_Rarely,Divorced,15450,3,13,2,4,No
1348,Y,80,42,Research & Development,Sales Executive,Travel_Rarely,Married,11491,3,7,3,4,No
1349,Y,80,30,Research & Development,Laboratory Technician,Travel_Frequently,Single,11268,4,4,2,3,No
1350,Y,80,35,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,11139,3,18,3,3,No
1351,Y,80,50,Research & Development,Laboratory Technician,Travel_Frequently,Married,8791,3,13,1,4,No
1352,Y,80,33,Research & Development,Sales Executive,Travel_Rarely,Married,9171,1,8,3,3,No
1353,Y,80,59,Human Resources,Manager,Travel_Rarely,Married,19253,1,6,2,3,No
1354,Y,80,19,Research & Development,Laboratory Technician,Travel_Rarely,Single,2093,3,7,3,3,Yes
1355,Y,80,52,Research & Development,Research Scientist,Travel_Frequently,Single,4987,3,13,1,3,No
1356,Y,80,59,Research & Development,Laboratory Technician,Travel_Frequently,Single,14847,1,13,3,3,No
1357,Y,80,51,Research & Development,Manufacturing Director,Non-Travel,Divorced,11967,2,10,2,3,No
1358,Y,80,47,Research & Development,Laboratory Technician,Travel_Frequently,Single,18218,4,13,1,3,No
1359,Y,80,30,Research & Development,Sales Executive,Travel_Rarely,Divorced,12452,4,7,2,3,No
1360,Y,80,30,Research & Development,Laboratory Technician,Travel_Rarely,Married,10627,1,2,3,4,No
1361,Y,80,35,Research & Development,Manufacturing Director,Travel_Frequently,Married,6947,4,17,4,3,No
1362,Y,80,49,Research & Development,Research Scientist,Travel_Frequently,Single,8651,1,2,2,3,No
1363,Y,80,49,Human Resources,Manager,Travel_Frequently,Married,5144,1,12,3,3,No
1364,Y,80,52,Sales,Laboratory Technician,Non-Travel,Single,18460,1,11,4,3,No
1365,Y,80,56,Sales,Manufacturing Director,Travel_Rarely,Divorced,10959,1,14,4,3,No
1366,Y,80,46,Research & Development,Manufacturing Director,Non-Travel,Married,10297,2,17,1,3,No
1367,Y,80,46,Sales,Research Scientist,Non-Travel,Single,8694,3,4,4,3,No
1368,Y,80,33,Sales,Sales Executive,Travel_Rarely,Married,17835,3,6,2,3,No
1369,Y,80,27,Research & Development,Laboratory Technician,Travel_Rarely,Married,5346,2,10,2,3,No
1370,Y,80,47,Sales,Manufacturing Director,Travel_Frequently,Single,13340,4,10,4,3,No
1371,Y,80,42,Sales,Research Scientist,Travel_Frequently,Married,2244,4,14,3,3,No
1372,Y,80,56,Human Resources,Manager,Non-Travel,Married,4625,3,9,2,3,No
1373,Y,80,37,Sales,Manufacturing Director,Travel_Frequently,Married,5849,4,14,2,3,No
1374,Y,80,22,Research & Development,Research Scientist,Travel_Frequently,Married,11597,3,12,1,3,No
1375,Y,80,18,Research & Development,Sales Executive,Travel_Rarely,Divorced,9737,3,13,3,3,No
1376,Y,80,47,Human Resources,Sales Executive,Travel_Rarely,Married,16024,2,16,4,3,Yes
1377,Y,80,20,Sales,Manufacturing Director,Travel_Frequently,Married,14000,4,12,3,3,No
1378,Y,80,31,Research & Development,Manufacturing Director,Travel_Rarely,Single,10333,2,9,1,3,No
1379,Y,80,47,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,19276,3,0,1,4,No
1380,Y,80,21,Research & Development,Research Scientist,Travel_Rarely,Single,9310,3,0,3,4,No
1381,Y,80,35,Research & Development,Manufacturing Director,Travel_Rarely,Single,4399,3,14,1,3,No
1382,Y,80,54,Research & Development,Laboratory Technician,Travel_Rarely,Single,6640,1,15,1,3,No
1383,Y,80,42,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,12391,1,11,1,3,No
1384,Y,80,18,Research & Development,Manufacturing Director,Travel_Frequently,Single,19853,1,5,3,3,No
1385,Y,80,32,Research & Development,Sales Executive,Non-Travel,Single,12892,2,5,1,3,No
1386,Y,80,26,Research & Development,Research Scientist,Travel_Rarely,Single,13197,3,11,4,3,Yes
1387,Y,80,32,Human Resources,Research Scientist,Travel_Frequently,Married,15050,4,14,4,3,No
1388,Y,80,41,Sales,Sales Executive,Travel_Frequently,Single,5374,2,3,2,3,No
1389,Y,80,21,Human Resources,Manufacturing Director,Travel_Rarely,Divorced,14911,2,3,4,3,No
1390,Y,80,29,Sales,Research Scientist,Non-Travel,Divorced,10847,2,1,2,3,Yes
1391,Y,80,54,Sales,Manufacturing Director,Travel_Rarely,Married,16785,4,11,3,3,No
1392,Y,80,54,Sales,Manufacturing Director,Travel_Frequently,Divorced,12960,3,6,1,3,No
1393,Y,80,23,Research & Development,Laboratory Technician,Non-Travel,Divorced,15535,1,19,4,3,No
1394,Y,80,56,Research & Development,Sales Executive,Travel_Frequently,Married,10234,3,8,2,3,No
1395,Y,80,41,Sales,Manufacturing Director,Travel_Rarely,Single,12503,3,8,3,3,No
1396,Y,80,28,Sales,Manager,Non-Travel,Married,7122,2,7,2,3,No
1397,Y,80,30,Human Resources,Sales Executive,Travel_Frequently,Single,11852,2,13,1,3,No
1398,Y,80,51,Research & Development,Research Scientist,Travel_Frequently,Single,7387,2,0,4,3,No
1399,Y,80,42,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,9631,1,11,3,3,No
1400,Y,80,24,Research & Development,Research Scientist,Travel_Rarely,Married,9226,1,1,2,3,No
1401,Y,80,21,Research & Development,Research Scientist,Non-Travel,Divorced,7108,1,12,3,3,No
1402,Y,80,25,Sales,Sales Executive,Travel_Rarely,Divorced,4110,3,3,2,3,No
1403,Y,80,37,Research & Development,Research Scientist,Travel_Rarely,Single,2957,2,19,2,4,No
1404,Y,80,46,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,9146,4,17,1,3,No
1405,Y,80,27,Sales,Research Scientist,Non-Travel,Married,2560,3,18,1,3,No
1406,Y,80,51,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3312,1,15,2,3,Yes
1407,Y,80,43,Sales,Laboratory Technician,Travel_Rarely,Divorced,13595,4,13,4,4,No
1408,Y,80,58,Research & Development,Manager,Travel_Rarely,Single,7374,4,7,3,3,No
1409,Y,80,20,Research & Development,Laboratory Technician,Travel_Rarely,Married,4651,2,11,3,3,No
1410,Y,80,23,Research & Development,Research Scientist,Travel_Frequently,Divorced,12006,4,8,1,3,No
1411,Y,80,22,Research & Development,Laboratory Technician,Travel_Rarely,Single,11933,1,5,4,4,No
1412,Y,80,22,Research & Development,Sales Executive,Travel_Frequently,Divorced,18172,2,17,2,3,No
1413,Y,80,40,Sales,Laboratory Technician,Travel_Rarely,Married,4877,4,1,1,3,No
1414,Y,80,26,Sales,Manufacturing Director,Non-Travel,Divorced,6083,2,7,2,3,Yes
1415,Y,80,52,Research & Development,Sales Executive,Travel_Frequently,Divorced,2745,4,13,2,3,No
1416,Y,80,37,Research & Development,Manager,Travel_Frequently,Single,10749,3,5,1,4,Yes
1417,Y,80,59,Sales,Manufacturing Director,Travel_Frequently,Divorced,19325,3,9,4,3,No
1418,Y,80,52,Research & Development,Research Scientist,Travel_Frequently,Single,19323,1,7,3,3,Yes
1419,Y,80,35,Sales,Research Scientist,Non-Travel,Married,19994,3,16,1,4,No
1420,Y,80,34,Research & Development,Research Scientist,Travel_Rarely,Divorced,3725,3,11,4,4,No
1421,Y,80,41,Sales,Manufacturing Director,Travel_Frequently,Married,14213,3,16,2,3,No
1422,Y,80,20,Research & Development,Manufacturing Director,Non-Travel,Married,11528,4,12,1,3,Yes
1423,Y,80,49,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,16162,4,18,3,4,No
1424,Y,80,52,Sales,Sales Executive,Travel_Rarely,Single,10853,2,11,3,3,No
1425,Y,80,55,Research & Development,Sales Executive,Travel_Frequently,Married,9187,4,15,2,4,No
1426,Y,80,30,Research & Development,Research Scientist,Non-Travel,Married,2032,3,4,1,4,No
1427,Y,80,42,Sales,Laboratory Technician,Travel_Rarely,Divorced,16893,4,15,3,3,No
1428,Y,80,26,Sales,Research Scientist,Non-Travel,Divorced,16408,1,5,1,4,No
1429,Y,80,21,Sales,Manager,Travel_Rarely,Divorced,17160,2,10,3,3,No
1430,Y,80,31,Sales,Sales Executive,Travel_Rarely,Divorced,5414,2,16,2,3,Yes
1431,Y,80,54,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,19540,4,13,2,3,No
1432,Y,80,51,Research & Development,Sales Executive,Travel_Frequently,Divorced,14120,3,5,1,4,No
1433,Y,80,28,Research & Development,Manufacturing Director,Non-Travel,Single,3543,2,10,4,3,No
1434,Y,80,58,Sales,Manager,Non-Travel,Married,2271,1,11,4,3,No
1435,Y,80,20,Sales,Manager,Non-Travel,Single,7295,1,12,2,4,No
1436,Y,80,45,Sales,Sales Executive,Travel_Rarely,Single,16963,2,3,3,3,No
1437,Y,80,46,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,13580,3,6,4,3,No
1438,Y,80,26,Research & Development,Manager,Travel_Rarely,Married,14597,3,1,2,4,No
1439,Y,80,20,Sales,Research Scientist,Non-Travel,Single,14045,4,5,3,3,No
1440,Y,80,42,Research & Development,Research Scientist,Travel_Frequently,Divorced,15603,4,5,3,4,No
1441,Y,80,51,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,11937,2,17,4,4,Yes
1442,Y,80,29,Research & Development,Sales Executive,Travel_Frequently,Married,16830,4,19,2,3,No
1443,Y,80,59,Research & Development,Manager,Non-Travel,Single,8722,4,7,3,3,No
1444,Y,80,26,Research & Development,Sales Executive,Travel_Frequently,Single,10201,4,7,3,3,No
1445,Y,80,32,Research & Development,Research Scientist,Travel_Frequently,Single,6144,1,7,1,3,No
1446,Y,80,57,Research & Development,Manager,Travel_Rarely,Divorced,7606,4,7,1,3,No
1447,Y,80,42,Research & Development,Sales Executive,Travel_Rarely,Married,8766,2,0,4,3,Yes
1448,Y,80,22,Sales,Laboratory Technician,Travel_Frequently,Married,19114,3,1,1,3,No
1449,Y,80,28,Research & Development,Manufacturing Director,Travel_Frequently,Single,17928,4,11,2,3,Yes
1450,Y,80,51,Sales,Manufacturing Director,Travel_Rarely,Divorced,3648,3,14,4,3,No
1451,Y,80,41,Research & Development,Laboratory Technician,Travel_Rarely,Single,4130,4,3,4,3,No
1452,Y,80,32,Sales,Research Scientist,Travel_Rarely,Married,16392,2,2,1,3,No
1453,Y,80,55,Human Resources,Manager,Non-Travel,Divorced,12588,1,13,3,3,No
1454,Y,80,25,Research & Development,Manufacturing Director,Non-Travel,Single,6366,2,7,2,3,No
1455,Y,80,22,Research & Development,Laboratory Technician,Travel_Rarely,Single,3506,1,12,2,3,No
1456,Y,80,43,Sales,Laboratory Technician,Travel_Frequently,Divorced,17222,4,18,2,3,No
1457,Y,80,35,Research & Development,Research Scientist,Travel_Rarely,Married,14363,4,4,4,4,No
1458,Y,80,23,Research & Development,Research Scientist,Non-Travel,Divorced,13795,1,12,2,3,No
1459,Y,80,54,Research & Development,Sales Executive,Travel_Frequently,Single,11858,2,19,3,3,No
1460,Y,80,30,Sales,Manufacturing Director,Non-Travel,Single,14616,2,0,3,3,No
1461,Y,80,45,Research & Development,Sales Executive,Travel_Frequently,Single,6136,1,15,1,3,No
1462,Y,80,22,Sales,Laboratory Technician,Non-Travel,Single,15478,4,1,2,3,Yes
1463,Y,80,30,Sales,Manager,Travel_Frequently,Married,13161,1,6,4,3,Yes
1464,Y,80,34,Research & Development,Manager,Travel_Frequently,Married,4689,4,5,1,3,No
1465,Y,80,57,Research & Development,Research Scientist,Travel_Frequently,Single,4810,1,4,3,3,No
1466,Y,80,49,Research & Development,Manager,Travel_Frequently,Married,13663,4,3,2,4,Yes
1467,Y,80,46,Research & Development,Manager,Non-Travel,Married,8152,1,1,3,3,No
1468,Y,80,20,Research & Development,Manager,Non-Travel,Married,2012,3,9,1,3,No
1469,Y,80,57,Research & Development,Laboratory Technician,Travel_Frequently,Single,13162,4,4,3,4,No
